Response_ID	Annotation_ID	Segment_Type	Label
R004825	4	claimed_source	correct
R004825	5	matn	incorrect
R004827	1	Ayah	incorrect
R004827	2	matn	incorrect
R004828	1	Ayah	incorrect
R004828	2	matn	incorrect
R004829	1	Ayah	incorrect
R004829	2	matn	incorrect
R004829	3	matn	incorrect
R004830	1	matn	incorrect
R004830	2	matn	incorrect
R004830	3	Ayah	incorrect
R004830	4	Ayah	incorrect
R004831	1	Ayah	correct
R004831	1	claimed_source	correct
R004831	2	matn	correct
R004831	2	claimed_source	correct
R004832	1	Ayah	incorrect
R004832	2	matn	incorrect
R004833	1	matn	incorrect
R004835	1	matn	incorrect
R004836	1	matn	correct
R004836	1	claimed_source	incorrect
R004837	1	Ayah	incorrect
R004838	1	Ayah	correct
R004838	1	claimed_source	correct
R004838	2	matn	incorrect
R004838	3	matn	incorrect
R004839	1	matn	incorrect
R004839	2	Ayah	correct
R004839	2	claimed_source	incorrect
R004839	3	Ayah	incorrect
R004839	4	Ayah	incorrect
R004839	5	Ayah	incorrect
R004839	5	claimed_source	correct
R004839	6	Ayah	incorrect
R004841	1	Ayah	incorrect
R004841	1	claimed_source	correct
R004841	2	matn	incorrect
R004843	1	Ayah	incorrect
R004843	2	matn	incorrect
R004844	1	Ayah	correct
R004844	1	claimed_source	correct
R004844	2	matn	correct
R004844	2	isnad	correct
R004844	2	claimed_source	correct
R004844	3	matn	correct
R004844	3	isnad	correct
R004844	3	claimed_source	correct
R004844	4	matn	incorrect
R004845	1	matn	correct
R004845	1	claimed_source	correct
R004845	2	matn	correct
R004845	2	claimed_source	correct
R004845	3	Ayah	correct
R004845	3	claimed_source	correct
R004845	4	Ayah	correct
R004845	4	claimed_source	correct
R004845	5	matn	correct
R004845	5	claimed_source	correct
R004845	6	matn	correct
R004845	6	claimed_source	incorrect
R004845	7	Ayah	correct
R004845	7	claimed_source	correct
R004845	8	Ayah	correct
R004845	8	claimed_source	correct
R004846	1	Ayah	correct
R004846	1	claimed_source	correct
R004846	2	Ayah	correct
R004846	2	claimed_source	correct
R004846	3	Ayah	correct
R004846	3	claimed_source	correct
R004846	4	Ayah	correct
R004846	4	claimed_source	correct
R004846	5	Ayah	correct
R004846	5	claimed_source	correct
R004846	6	Ayah	correct
R004846	6	claimed_source	correct
R004846	7	matn	correct
R004846	7	claimed_source	correct
R004846	8	matn	correct
R004846	8	isnad	correct
R004846	8	claimed_source	correct
R004846	9	Ayah	correct
R004846	9	claimed_source	correct
R004846	10	Ayah	correct
R004846	10	claimed_source	correct
R004846	11	Ayah	correct
R004846	11	claimed_source	correct
R004846	12	matn	correct
R004846	12	claimed_source	correct
R004846	13	Ayah	correct
R004846	13	claimed_source	correct
R004846	14	matn	correct
R004846	14	claimed_source	correct
R004846	15	Ayah	correct
R004846	15	claimed_source	correct
R004846	16	Ayah	correct
R004846	16	claimed_source	correct
R004846	17	matn	incorrect
R004846	18	Ayah	correct
R004846	18	claimed_source	correct
R004847	1	Ayah	correct
R004847	1	claimed_source	correct
R004847	2	Ayah	correct
R004847	2	claimed_source	correct
R004847	3	Ayah	correct
R004847	3	claimed_source	correct
R004847	4	matn	correct
R004847	4	claimed_source	correct
R004847	5	Ayah	correct
R004847	5	claimed_source	correct
R004847	6	matn	correct
R004847	6	isnad	incorrect
R004847	6	claimed_source	correct
R004848	1	Ayah	correct
R004848	1	claimed_source	correct
R004848	2	Ayah	correct
R004848	2	claimed_source	correct
R004848	3	matn	correct
R004848	3	isnad	correct
R004848	3	claimed_source	correct
R004848	4	matn	correct
R004848	4	isnad	correct
R004848	4	claimed_source	correct
R004849	1	Ayah	correct
R004849	1	claimed_source	correct
R004849	2	Ayah	correct
R004849	2	claimed_source	correct
R004849	3	matn	correct
R004849	3	isnad	correct
R004849	3	claimed_source	correct
R004850	1	Ayah	correct
R004850	1	claimed_source	correct
R004850	2	Ayah	correct
R004850	2	claimed_source	correct
R004850	3	matn	correct
R004850	3	isnad	correct
R004850	3	claimed_source	correct
R004850	4	matn	correct
R004850	4	claimed_source	correct
R004850	5	Ayah	correct
R004850	5	claimed_source	correct
R004850	6	matn	correct
R004850	6	isnad	correct
R004850	6	claimed_source	correct
R004850	7	Ayah	correct
R004850	7	claimed_source	correct
R004850	8	matn	correct
R004850	8	claimed_source	correct
R004851	1	matn	correct
R004851	1	claimed_source	correct
R004851	2	matn	correct
R004851	3	Ayah	correct
R004851	3	claimed_source	correct
R004851	4	matn	correct
R004851	4	claimed_source	correct
R004851	5	Ayah	correct
R004851	5	claimed_source	correct
R004851	6	Ayah	correct
R004851	6	claimed_source	correct
R004852	1	matn	correct
R004852	1	isnad	correct
R004852	1	claimed_source	correct
R004852	2	matn	correct
R004852	2	claimed_source	correct
R004852	3	Ayah	correct
R004852	3	claimed_source	correct
R004852	4	Ayah	correct
R004852	4	claimed_source	correct
R004852	5	Ayah	correct
R004852	5	claimed_source	correct
R004853	1	Ayah	correct
R004853	1	claimed_source	correct
R004853	2	Ayah	correct
R004853	2	claimed_source	correct
R004853	3	matn	correct
R004853	3	claimed_source	incorrect
R004853	4	Ayah	correct
R004853	4	claimed_source	correct
R004853	5	Ayah	correct
R004853	5	claimed_source	correct
R004853	6	matn	correct
R004853	6	isnad	correct
R004853	6	claimed_source	correct
R004853	7	matn	correct
R004853	7	isnad	incorrect
R004853	7	claimed_source	correct
R004854	1	matn	correct
R004854	1	isnad	correct
R004854	1	claimed_source	correct
R004854	2	Ayah	correct
R004854	2	claimed_source	correct
R004854	3	Ayah	correct
R004854	3	claimed_source	correct
R004854	4	matn	correct
R004854	4	claimed_source	correct
R004855	1	Ayah	correct
R004855	1	claimed_source	correct
R004855	2	Ayah	incorrect
R004855	2	claimed_source	correct
R004855	3	Ayah	correct
R004855	3	claimed_source	correct
R004855	4	Ayah	correct
R004855	4	claimed_source	correct
R004855	5	matn	correct
R004855	5	isnad	correct
R004855	5	claimed_source	correct
R004855	6	matn	correct
R004855	6	isnad	correct
R004855	6	claimed_source	correct
R004855	7	Ayah	correct
R004855	7	claimed_source	correct
R004855	8	matn	correct
R004855	8	claimed_source	correct
R004855	9	Ayah	correct
R004855	9	claimed_source	correct
R004855	10	Ayah	correct
R004855	10	claimed_source	correct
R004855	11	Ayah	correct
R004855	11	claimed_source	correct
R004856	1	Ayah	correct
R004856	1	claimed_source	correct
R004856	2	Ayah	correct
R004856	2	claimed_source	correct
R004856	3	matn	correct
R004856	3	claimed_source	correct
R004856	4	matn	correct
R004856	4	claimed_source	correct
R004857	1	Ayah	correct
R004857	1	claimed_source	correct
R004857	2	Ayah	correct
R004857	2	claimed_source	correct
R004857	3	Ayah	correct
R004857	3	claimed_source	correct
R004857	4	matn	correct
R004857	4	claimed_source	correct
R004857	5	matn	correct
R004857	5	claimed_source	correct
R004857	6	matn	correct
R004857	6	claimed_source	correct
R004858	1	matn	correct
R004858	1	isnad	correct
R004858	1	claimed_source	correct
R004858	2	Ayah	correct
R004858	2	claimed_source	correct
R004858	3	matn	incorrect
R004858	4	Ayah	correct
R004858	4	claimed_source	correct
R004858	5	matn	correct
R004858	5	isnad	correct
R004858	5	claimed_source	correct
R004858	6	matn	correct
R004858	6	isnad	correct
R004858	6	claimed_source	correct
R004858	7	matn	correct
R004858	7	isnad	correct
R004858	7	claimed_source	correct
R004858	8	matn	correct
R004858	8	isnad	correct
R004858	8	claimed_source	correct
R004858	9	matn	correct
R004858	9	isnad	correct
R004858	9	claimed_source	correct
R004858	10	Ayah	correct
R004858	10	claimed_source	correct
R004859	1	Ayah	correct
R004859	1	claimed_source	correct
R004859	2	Ayah	correct
R004859	2	claimed_source	correct
R004859	3	matn	correct
R004859	3	claimed_source	correct
R004859	4	Ayah	correct
R004859	4	claimed_source	correct
R004859	5	Ayah	correct
R004859	5	claimed_source	correct
R004859	6	Ayah	correct
R004859	6	claimed_source	correct
R004859	7	matn	correct
R004859	7	claimed_source	correct
R004859	8	matn	correct
R004859	8	claimed_source	correct
R004859	9	Ayah	correct
R004859	9	claimed_source	correct
R004859	10	Ayah	correct
R004859	10	claimed_source	correct
R004859	11	Ayah	correct
R004859	11	claimed_source	correct
R004859	12	matn	correct
R004859	12	claimed_source	correct
R004859	13	matn	correct
R004859	13	claimed_source	correct
R004859	14	Ayah	correct
R004859	14	claimed_source	correct
R004860	1	Ayah	correct
R004860	1	claimed_source	correct
R004860	2	Ayah	correct
R004860	2	claimed_source	correct
R004860	3	matn	correct
R004860	3	isnad	correct
R004860	3	claimed_source	correct
R004861	1	Ayah	correct
R004861	1	claimed_source	correct
R004861	2	Ayah	correct
R004861	2	claimed_source	correct
R004861	3	matn	incorrect
R004861	4	matn	correct
R004861	4	claimed_source	correct
R004862	1	Ayah	correct
R004862	1	claimed_source	correct
R004862	2	Ayah	correct
R004862	2	claimed_source	correct
R004862	3	Ayah	correct
R004862	3	claimed_source	correct
R004862	4	matn	correct
R004862	4	isnad	correct
R004862	4	claimed_source	correct
R004862	5	matn	correct
R004862	5	isnad	incorrect
R004862	5	claimed_source	correct
R004862	6	matn	correct
R004862	6	isnad	correct
R004862	6	claimed_source	correct
R004863	1	matn	correct
R004863	1	isnad	correct
R004863	1	claimed_source	correct
R004863	2	Ayah	correct
R004863	2	claimed_source	correct
R004863	3	Ayah	correct
R004863	3	claimed_source	correct
R004863	4	Ayah	correct
R004863	4	claimed_source	correct
R004863	5	matn	correct
R004863	5	isnad	correct
R004863	5	claimed_source	correct
R004863	6	Ayah	correct
R004863	6	claimed_source	correct
R004864	1	Ayah	correct
R004864	1	claimed_source	correct
R004864	2	Ayah	correct
R004864	2	claimed_source	correct
R004864	3	matn	correct
R004864	3	claimed_source	incorrect
R004864	4	matn	correct
R004864	4	isnad	incorrect
R004864	4	claimed_source	correct
R004865	1	matn	correct
R004865	1	claimed_source	correct
R004865	2	matn	correct
R004865	2	claimed_source	correct
R004865	3	Ayah	correct
R004865	3	claimed_source	correct
R004865	4	Ayah	correct
R004865	4	claimed_source	correct
R004865	5	matn	correct
R004865	5	claimed_source	correct
R004865	6	Ayah	correct
R004865	6	claimed_source	correct
R004866	1	Ayah	correct
R004866	1	claimed_source	correct
R004866	2	matn	correct
R004866	2	claimed_source	correct
R004866	3	Ayah	correct
R004866	3	claimed_source	correct
R004866	4	matn	correct
R004866	4	isnad	incorrect
R004866	4	claimed_source	correct
R004867	1	Ayah	correct
R004867	1	claimed_source	correct
R004867	2	Ayah	correct
R004867	2	claimed_source	correct
R004867	3	Ayah	correct
R004867	3	claimed_source	correct
R004867	4	matn	correct
R004867	4	isnad	correct
R004867	4	claimed_source	correct
R004867	5	matn	correct
R004867	5	claimed_source	correct
R004868	1	matn	correct
R004868	1	claimed_source	correct
R004868	2	matn	correct
R004868	2	claimed_source	correct
R004868	3	Ayah	correct
R004868	3	claimed_source	correct
R004868	4	Ayah	correct
R004868	4	claimed_source	correct
R004869	1	Ayah	correct
R004869	1	claimed_source	correct
R004869	2	Ayah	correct
R004869	2	claimed_source	correct
R004869	3	Ayah	correct
R004869	3	claimed_source	correct
R004869	4	Ayah	correct
R004869	4	claimed_source	correct
R004869	5	matn	correct
R004869	5	claimed_source	correct
R004869	6	matn	correct
R004869	6	claimed_source	correct
R004869	7	Ayah	correct
R004869	7	claimed_source	correct
R004870	1	Ayah	correct
R004870	1	claimed_source	correct
R004870	2	matn	correct
R004870	2	claimed_source	correct
R004870	3	Ayah	correct
R004870	3	claimed_source	correct
R004871	1	Ayah	correct
R004871	1	claimed_source	correct
R004871	2	Ayah	correct
R004871	2	claimed_source	correct
R004871	3	matn	correct
R004871	3	isnad	correct
R004871	3	claimed_source	correct
R004871	4	matn	correct
R004871	4	isnad	correct
R004871	4	claimed_source	correct
R004872	1	Ayah	correct
R004872	1	claimed_source	correct
R004872	2	matn	incorrect
R004873	1	Ayah	correct
R004873	1	claimed_source	correct
R004873	2	matn	correct
R004873	2	isnad	correct
R004873	2	claimed_source	correct
R004874	1	matn	correct
R004874	1	isnad	correct
R004874	1	claimed_source	correct
R004874	2	matn	correct
R004874	2	isnad	correct
R004874	2	claimed_source	correct
R004874	3	Ayah	correct
R004874	3	claimed_source	correct
R004874	4	Ayah	correct
R004874	4	claimed_source	correct
R004874	5	Ayah	correct
R004874	5	claimed_source	correct
R004874	6	Ayah	correct
R004874	6	claimed_source	correct
R004875	1	Ayah	correct
R004875	1	claimed_source	correct
R004875	2	Ayah	correct
R004875	2	claimed_source	correct
R004875	3	Ayah	correct
R004875	3	claimed_source	correct
R004875	4	matn	correct
R004875	4	claimed_source	correct
R004875	5	matn	correct
R004875	5	claimed_source	correct
R004875	6	matn	correct
R004875	6	claimed_source	correct
R004876	1	Ayah	correct
R004876	1	claimed_source	correct
R004876	2	Ayah	correct
R004876	2	claimed_source	correct
R004876	3	Ayah	correct
R004876	3	claimed_source	correct
R004876	4	Ayah	correct
R004876	4	claimed_source	correct
R004876	5	Ayah	correct
R004876	5	claimed_source	correct
R004876	6	Ayah	correct
R004876	6	claimed_source	correct
R004876	7	Ayah	correct
R004876	7	claimed_source	correct
R004876	8	Ayah	incorrect
R004876	8	claimed_source	correct
R004876	9	matn	incorrect
R004876	10	matn	correct
R004876	10	claimed_source	correct
R004877	1	Ayah	correct
R004877	1	claimed_source	correct
R004877	2	matn	correct
R004877	2	claimed_source	correct
R004877	3	Ayah	incorrect
R004877	3	claimed_source	correct
R004877	4	matn	correct
R004877	4	claimed_source	correct
R004877	5	matn	correct
R004877	5	claimed_source	correct
R004878	1	matn	correct
R004878	1	isnad	correct
R004878	1	claimed_source	correct
R004878	2	matn	correct
R004878	2	isnad	correct
R004878	2	claimed_source	correct
R004878	3	Ayah	correct
R004878	3	claimed_source	correct
R004878	4	Ayah	correct
R004878	4	claimed_source	correct
R004878	5	Ayah	correct
R004878	5	claimed_source	correct
R004878	6	matn	correct
R004878	6	isnad	correct
R004878	6	claimed_source	correct
R004879	1	Ayah	correct
R004879	1	claimed_source	correct
R004879	2	Ayah	correct
R004879	2	claimed_source	correct
R004879	3	matn	correct
R004879	3	claimed_source	correct
R004879	4	Ayah	correct
R004879	4	claimed_source	correct
R004879	5	Ayah	correct
R004879	5	claimed_source	correct
R004879	6	Ayah	correct
R004879	6	claimed_source	correct
R004879	7	Ayah	correct
R004879	7	claimed_source	correct
R004879	8	matn	correct
R004879	8	claimed_source	correct
R004879	9	Ayah	correct
R004879	9	claimed_source	correct
R004879	10	Ayah	correct
R004879	10	claimed_source	correct
R004880	1	Ayah	correct
R004880	1	claimed_source	correct
R004880	2	Ayah	correct
R004880	2	claimed_source	correct
R004880	3	Ayah	correct
R004880	3	claimed_source	correct
R004880	4	Ayah	correct
R004880	4	claimed_source	correct
R004880	5	matn	correct
R004880	5	isnad	correct
R004880	5	claimed_source	correct
R004880	6	matn	correct
R004880	6	isnad	correct
R004880	6	claimed_source	correct
R004880	7	matn	correct
R004880	7	claimed_source	correct
R004881	1	Ayah	correct
R004881	1	claimed_source	correct
R004881	2	Ayah	correct
R004881	2	claimed_source	correct
R004881	3	matn	correct
R004881	3	claimed_source	correct
R004881	4	Ayah	correct
R004881	4	claimed_source	correct
R004881	5	matn	correct
R004881	5	claimed_source	correct
R004882	1	Ayah	correct
R004882	1	claimed_source	correct
R004882	2	Ayah	correct
R004882	2	claimed_source	correct
R004882	3	matn	correct
R004882	3	isnad	correct
R004882	3	claimed_source	correct
R004882	4	matn	correct
R004882	4	claimed_source	correct
R004882	5	matn	correct
R004882	5	isnad	correct
R004882	5	claimed_source	correct
R004883	1	Ayah	correct
R004883	1	claimed_source	correct
R004883	2	matn	correct
R004883	2	isnad	correct
R004883	2	claimed_source	correct
R004883	3	matn	correct
R004883	3	isnad	correct
R004883	3	claimed_source	correct
R004883	4	matn	correct
R004883	4	isnad	correct
R004883	4	claimed_source	correct
R004884	1	Ayah	correct
R004884	1	claimed_source	correct
R004884	2	Ayah	correct
R004884	2	claimed_source	correct
R004884	3	Ayah	correct
R004884	3	claimed_source	correct
R004884	4	matn	correct
R004884	4	isnad	correct
R004884	4	claimed_source	correct
R004884	5	matn	correct
R004884	5	isnad	correct
R004884	5	claimed_source	correct
R004884	6	matn	incorrect
R004885	1	matn	correct
R004885	1	isnad	correct
R004885	1	claimed_source	correct
R004885	2	matn	correct
R004885	2	isnad	correct
R004885	2	claimed_source	correct
R004885	3	Ayah	correct
R004885	3	claimed_source	correct
R004885	4	Ayah	correct
R004885	4	claimed_source	correct
R004886	1	Ayah	correct
R004886	1	claimed_source	correct
R004886	2	Ayah	correct
R004886	2	claimed_source	correct
R004886	3	Ayah	correct
R004886	3	claimed_source	correct
R004886	4	Ayah	correct
R004886	4	claimed_source	correct
R004886	5	matn	correct
R004886	5	claimed_source	correct
R004886	6	matn	incorrect
R004886	7	Ayah	correct
R004886	7	claimed_source	correct
R004887	1	Ayah	correct
R004887	1	claimed_source	correct
R004887	2	Ayah	correct
R004887	2	claimed_source	correct
R004887	3	Ayah	correct
R004887	3	claimed_source	correct
R004887	4	Ayah	correct
R004887	4	claimed_source	correct
R004887	5	matn	correct
R004887	5	claimed_source	correct
R004887	6	matn	correct
R004887	6	claimed_source	correct
R004887	7	matn	correct
R004887	7	claimed_source	correct
R004887	8	Ayah	correct
R004887	8	claimed_source	correct
R004887	9	Ayah	correct
R004887	9	claimed_source	correct
R004887	10	matn	correct
R004887	10	claimed_source	correct
R004887	11	Ayah	correct
R004887	11	claimed_source	correct
R004887	12	Ayah	correct
R004887	12	claimed_source	correct
R004887	13	Ayah	correct
R004887	13	claimed_source	correct
R004888	1	Ayah	correct
R004888	1	claimed_source	correct
R004888	2	Ayah	correct
R004888	2	claimed_source	correct
R004888	3	Ayah	correct
R004888	3	claimed_source	correct
R004888	4	Ayah	correct
R004888	4	claimed_source	correct
R004888	5	matn	correct
R004888	5	isnad	correct
R004888	5	claimed_source	correct
R004888	6	matn	correct
R004888	6	isnad	correct
R004888	6	claimed_source	correct
R004888	7	matn	correct
R004888	7	isnad	correct
R004888	7	claimed_source	correct
R004888	8	matn	correct
R004888	8	claimed_source	correct
R004889	1	Ayah	correct
R004889	1	claimed_source	correct
R004889	2	Ayah	correct
R004889	2	claimed_source	correct
R004889	3	matn	correct
R004889	3	isnad	correct
R004889	3	claimed_source	correct
R004889	4	matn	correct
R004889	4	isnad	correct
R004889	4	claimed_source	correct
R004889	5	Ayah	correct
R004889	5	claimed_source	correct
R004889	6	matn	correct
R004889	6	isnad	correct
R004889	6	claimed_source	correct
R004889	7	matn	correct
R004889	7	isnad	correct
R004889	7	claimed_source	correct
R004889	8	matn	correct
R004889	8	isnad	correct
R004889	8	claimed_source	correct
R004890	1	matn	correct
R004890	1	claimed_source	correct
R004890	2	Ayah	correct
R004890	2	claimed_source	correct
R004890	3	Ayah	correct
R004890	3	claimed_source	correct
R004890	4	matn	correct
R004890	4	claimed_source	correct
R004891	1	Ayah	correct
R004891	1	claimed_source	correct
R004891	2	Ayah	correct
R004891	2	claimed_source	correct
R004891	3	matn	correct
R004891	3	claimed_source	correct
R004891	4	matn	correct
R004891	4	isnad	correct
R004891	4	claimed_source	correct
R004892	1	matn	correct
R004892	1	claimed_source	correct
R004892	2	Ayah	correct
R004892	2	claimed_source	correct
R004892	3	Ayah	correct
R004892	3	claimed_source	correct
R004892	4	matn	correct
R004892	4	claimed_source	correct
R004892	5	Ayah	correct
R004892	5	claimed_source	correct
R004892	6	matn	correct
R004892	6	claimed_source	correct
R004893	1	Ayah	correct
R004893	1	claimed_source	correct
R004893	2	Ayah	correct
R004893	2	claimed_source	correct
R004893	3	Ayah	correct
R004893	3	claimed_source	correct
R004893	4	Ayah	correct
R004893	4	claimed_source	correct
R004893	5	Ayah	correct
R004893	5	claimed_source	correct
R004893	6	matn	correct
R004893	6	claimed_source	correct
R004893	7	matn	correct
R004893	7	claimed_source	correct
R004893	8	matn	correct
R004893	8	claimed_source	correct
R004894	1	matn	correct
R004894	1	isnad	correct
R004894	1	claimed_source	correct
R004894	2	Ayah	correct
R004894	2	claimed_source	correct
R004895	1	Ayah	correct
R004895	1	claimed_source	correct
R004895	2	Ayah	correct
R004895	2	claimed_source	correct
R004895	3	matn	correct
R004895	3	isnad	correct
R004895	3	claimed_source	correct
R004895	4	matn	correct
R004895	4	isnad	correct
R004895	4	claimed_source	correct
R004896	1	matn	correct
R004896	2	Ayah	correct
R004896	2	claimed_source	correct
R004896	3	Ayah	correct
R004896	3	claimed_source	correct
R004896	4	Ayah	correct
R004896	4	claimed_source	correct
R004896	5	matn	correct
R004896	5	claimed_source	correct
R004896	6	matn	correct
R004896	6	claimed_source	correct
R004896	7	matn	correct
R004897	1	Ayah	correct
R004897	1	claimed_source	correct
R004897	2	matn	correct
R004897	2	isnad	correct
R004897	2	claimed_source	correct
R004897	3	matn	correct
R004897	3	isnad	correct
R004897	3	claimed_source	correct
R004898	1	Ayah	correct
R004898	1	claimed_source	correct
R004898	2	Ayah	correct
R004898	2	claimed_source	correct
R004898	3	Ayah	correct
R004898	3	claimed_source	correct
R004898	4	Ayah	correct
R004898	4	claimed_source	correct
R004898	5	Ayah	correct
R004898	5	claimed_source	correct
R004898	6	matn	correct
R004898	6	claimed_source	correct
R004898	7	Ayah	correct
R004898	7	claimed_source	correct
R004898	8	matn	correct
R004898	8	claimed_source	correct
R004898	9	Ayah	correct
R004898	9	claimed_source	correct
R004898	10	matn	correct
R004898	10	claimed_source	correct
R004899	1	matn	correct
R004899	1	claimed_source	correct
R004899	2	Ayah	correct
R004899	2	claimed_source	correct
R004900	1	Ayah	correct
R004900	1	claimed_source	correct
R004900	2	Ayah	correct
R004900	2	claimed_source	correct
R004900	3	matn	correct
R004900	3	isnad	correct
R004900	3	claimed_source	correct
R004900	4	matn	correct
R004900	4	isnad	correct
R004900	4	claimed_source	correct
R004901	1	Ayah	correct
R004901	1	claimed_source	correct
R004901	2	Ayah	correct
R004901	2	claimed_source	correct
R004901	3	Ayah	correct
R004901	3	claimed_source	correct
R004901	4	matn	incorrect
R004901	5	matn	correct
R004901	5	isnad	correct
R004901	5	claimed_source	correct
R004902	1	matn	correct
R004902	1	claimed_source	correct
R004902	2	matn	correct
R004902	2	claimed_source	correct
R004902	3	matn	correct
R004902	3	claimed_source	correct
R004902	4	Ayah	correct
R004902	4	claimed_source	correct
R004902	5	Ayah	correct
R004902	5	claimed_source	correct
R004903	1	Ayah	correct
R004903	1	claimed_source	correct
R004903	2	Ayah	correct
R004903	2	claimed_source	correct
R004903	3	Ayah	correct
R004903	3	claimed_source	correct
R004903	4	matn	correct
R004903	4	claimed_source	correct
R004903	5	matn	correct
R004903	5	claimed_source	correct
R004903	6	matn	correct
R004903	6	claimed_source	correct
R004904	1	matn	correct
R004904	1	isnad	correct
R004904	1	claimed_source	correct
R004904	2	matn	correct
R004904	2	isnad	correct
R004904	2	claimed_source	correct
R004904	3	matn	correct
R004904	3	isnad	correct
R004904	3	claimed_source	correct
R004904	4	Ayah	correct
R004904	4	claimed_source	correct
R004904	5	Ayah	correct
R004904	5	claimed_source	correct
R004905	1	Ayah	correct
R004905	1	claimed_source	correct
R004905	2	matn	incorrect
R004905	3	matn	correct
R004905	3	isnad	correct
R004905	3	claimed_source	correct
R004905	4	matn	correct
R004905	4	isnad	correct
R004905	4	claimed_source	correct
R004906	1	Ayah	correct
R004906	1	claimed_source	correct
R004906	2	Ayah	correct
R004906	2	claimed_source	correct
R004906	3	matn	correct
R004906	3	isnad	correct
R004906	3	claimed_source	correct
R004906	4	Ayah	correct
R004906	4	claimed_source	correct
R004906	5	Ayah	correct
R004906	5	claimed_source	correct
R004906	6	Ayah	correct
R004906	6	claimed_source	correct
R004907	1	Ayah	correct
R004907	1	claimed_source	correct
R004907	2	Ayah	correct
R004907	2	claimed_source	correct
R004907	3	matn	correct
R004907	3	isnad	correct
R004907	3	claimed_source	correct
R004907	4	matn	correct
R004907	4	isnad	correct
R004907	4	claimed_source	correct
R004908	1	Ayah	correct
R004908	1	claimed_source	correct
R004908	2	Ayah	correct
R004908	2	claimed_source	correct
R004908	3	matn	correct
R004908	3	claimed_source	correct
R004908	4	Ayah	correct
R004908	4	claimed_source	correct
R004908	5	Ayah	correct
R004908	5	claimed_source	correct
R004908	6	matn	incorrect
R004908	7	Ayah	correct
R004908	7	claimed_source	correct
R004908	8	Ayah	correct
R004908	8	claimed_source	correct
R004908	9	matn	correct
R004908	9	claimed_source	correct
R004909	1	Ayah	correct
R004909	1	claimed_source	correct
R004909	2	matn	correct
R004909	2	claimed_source	correct
R004909	3	Ayah	correct
R004909	3	claimed_source	correct
R004910	1	Ayah	correct
R004910	1	claimed_source	correct
R004910	2	Ayah	correct
R004910	2	claimed_source	correct
R004910	3	Ayah	correct
R004910	3	claimed_source	correct
R004910	4	matn	correct
R004910	4	claimed_source	correct
R004910	5	matn	correct
R004910	5	claimed_source	correct
R004911	1	Ayah	correct
R004911	1	claimed_source	correct
R004911	2	matn	incorrect
R004912	1	Ayah	correct
R004912	1	claimed_source	correct
R004912	2	Ayah	correct
R004912	2	claimed_source	correct
R004912	3	Ayah	correct
R004912	3	claimed_source	correct
R004912	4	Ayah	correct
R004912	4	claimed_source	correct
R004912	5	matn	correct
R004912	5	claimed_source	correct
R004912	6	matn	correct
R004912	6	claimed_source	correct
R004912	7	matn	correct
R004912	7	claimed_source	correct
R004912	8	Ayah	correct
R004912	8	claimed_source	correct
R004912	9	matn	correct
R004912	9	claimed_source	correct
R004913	1	Ayah	correct
R004913	1	claimed_source	correct
R004913	2	matn	correct
R004913	2	claimed_source	correct
R004913	3	matn	incorrect
R004913	4	matn	correct
R004913	4	claimed_source	correct
R004914	1	Ayah	correct
R004914	1	claimed_source	correct
R004914	2	Ayah	correct
R004914	2	claimed_source	correct
R004914	3	matn	correct
R004914	3	claimed_source	correct
R004914	4	matn	correct
R004914	4	isnad	correct
R004914	4	claimed_source	correct
R004914	5	matn	correct
R004914	5	isnad	correct
R004914	5	claimed_source	correct
R004914	6	matn	correct
R004914	6	claimed_source	correct
R004914	7	Ayah	correct
R004914	7	claimed_source	correct
R004915	1	matn	correct
R004915	1	isnad	correct
R004915	1	claimed_source	correct
R004915	2	Ayah	correct
R004915	2	claimed_source	correct
R004915	3	Ayah	correct
R004915	3	claimed_source	correct
R004915	4	matn	correct
R004915	4	claimed_source	correct
R004915	5	Ayah	correct
R004915	5	claimed_source	correct
R004916	1	matn	correct
R004916	2	Ayah	correct
R004916	2	claimed_source	correct
R004916	3	Ayah	correct
R004916	3	claimed_source	correct
R004916	4	Ayah	correct
R004916	4	claimed_source	correct
R004916	5	matn	correct
R004916	5	isnad	correct
R004916	5	claimed_source	correct
R004916	6	matn	correct
R004916	6	claimed_source	correct
R004916	7	matn	correct
R004916	7	isnad	correct
R004916	7	claimed_source	correct
R004917	1	Ayah	correct
R004917	1	claimed_source	correct
R004917	2	matn	correct
R004917	2	isnad	correct
R004917	2	claimed_source	correct
R004917	3	Ayah	correct
R004917	3	claimed_source	correct
R004917	4	matn	correct
R004917	4	claimed_source	correct
R004918	1	Ayah	correct
R004918	1	claimed_source	correct
R004918	2	matn	correct
R004918	2	claimed_source	correct
R004918	3	matn	correct
R004919	1	Ayah	correct
R004919	1	claimed_source	correct
R004919	2	Ayah	correct
R004919	2	claimed_source	correct
R004919	3	Ayah	correct
R004919	3	claimed_source	correct
R004919	4	matn	correct
R004919	4	claimed_source	correct
R004919	5	Ayah	correct
R004919	5	claimed_source	correct
R004919	6	matn	correct
R004919	6	claimed_source	correct
R004920	1	Ayah	correct
R004920	1	claimed_source	correct
R004920	2	matn	correct
R004920	2	claimed_source	correct
R004920	3	matn	correct
R004920	3	claimed_source	correct
R004920	4	matn	correct
R004920	4	claimed_source	correct
R004921	1	Ayah	correct
R004921	1	claimed_source	correct
