Response_ID	Annotation_ID	Segment_Type	Span_Start	Span_End
R004040	5	matn	1133	1277
R004040	5	isnad	1093	1131
R004040	5	claimed_source	1280	1289
R004040	6	Ayah	1471	1511
R004040	6	claimed_source	1455	1466
R004040	7	matn	1629	1654
R004040	7	isnad	1595	1627
R004040	7	claimed_source	1657	1668
R004041	1	Ayah	563	632
R004041	1	claimed_source	635	646
R004041	2	Ayah	670	701
R004041	2	claimed_source	704	715
R004041	3	Ayah	752	804
R004041	3	claimed_source	807	818
R004041	4	matn	1150	1240
R004041	4	claimed_source	1243	1297
R004043	1	Ayah	623	747
R004043	1	claimed_source	757	778
R004043	2	matn	972	1010
R004043	2	claimed_source	1020	1056
R004043	3	matn	1145	1246
R004043	3	claimed_source	1256	1288
R004044	1	matn	78	130
R004044	1	claimed_source	133	140
R004044	2	matn	231	256
R004044	2	claimed_source	259	267
R004044	3	matn	308	333
R004044	3	claimed_source	336	344
R004045	1	matn	6	22
R004046	1	Ayah	161	179
R004046	1	claimed_source	182	191
R004047	1	Ayah	483	700
R004047	1	claimed_source	449	471
R004047	2	matn	982	1218
R004047	2	isnad	849	980
R004047	2	claimed_source	876	912
R004047	3	matn	1526	1757
R004047	3	isnad	1376	1524
R004047	3	claimed_source	1403	1456
R004049	1	matn	889	1445
R004049	1	isnad	850	887
R004049	1	claimed_source	1448	1512
R004051	1	matn	394	543
R004051	1	isnad	358	388
R004051	1	claimed_source	552	609
R004051	2	Ayah	954	1061
R004051	3	Ayah	1156	1223
R004051	3	claimed_source	1231	1242
R004053	1	Ayah	175	301
R004053	1	claimed_source	152	172
R004053	2	matn	683	726
R004053	2	claimed_source	731	740
R004053	3	matn	824	900
R004053	3	isnad	745	822
R004053	3	claimed_source	905	917
R004054	1	Ayah	249	306
R004054	1	claimed_source	317	330
R004054	2	matn	370	504
R004054	2	claimed_source	507	516
R004054	3	Ayah	729	834
R004054	3	claimed_source	845	857
R004056	1	Ayah	246	328
R004056	1	claimed_source	331	339
R004056	2	Ayah	344	382
R004056	2	claimed_source	385	397
R004056	3	Ayah	402	421
R004056	3	claimed_source	424	435
R004056	4	Ayah	440	479
R004056	4	claimed_source	482	489
R004057	1	Ayah	677	844
R004057	1	claimed_source	855	864
R004057	2	matn	1158	1271
R004057	2	claimed_source	1282	1345
R004057	3	Ayah	1591	1666
R004057	3	claimed_source	1677	1686
R004057	4	Ayah	2091	2258
R004057	4	claimed_source	2072	2088
R004057	5	Ayah	2284	2359
R004057	5	claimed_source	2266	2281
R004057	6	matn	2464	2577
R004057	6	claimed_source	2391	2454
R004061	1	Ayah	109	165
R004061	1	claimed_source	80	102
R004061	2	matn	1081	1177
R004061	2	claimed_source	1180	1198
R004062	1	Ayah	177	194
R004062	1	claimed_source	197	209
R004062	2	matn	274	485
R004062	2	isnad	232	272
R004062	2	claimed_source	488	517
R004063	1	Ayah	161	198
R004063	1	claimed_source	201	224
R004063	2	Ayah	229	292
R004063	2	claimed_source	295	320
R004063	3	matn	436	539
R004063	3	claimed_source	542	563
R004064	1	Ayah	292	941
R004064	1	claimed_source	277	286
R004064	2	matn	1153	1190
R004064	2	claimed_source	1193	1206
R004065	1	matn	107	134
R004065	1	claimed_source	80	89
R004065	2	Ayah	328	571
R004065	2	claimed_source	293	314
R004065	3	matn	913	940
R004065	3	claimed_source	857	866
R004066	1	Ayah	202	276
R004066	1	claimed_source	167	189
R004066	2	Ayah	554	610
R004066	2	claimed_source	167	189
R004066	3	matn	722	748
R004066	3	isnad	665	720
R004066	3	claimed_source	653	664
R004066	4	matn	1000	1117
R004066	4	isnad	939	998
R004066	4	claimed_source	930	938
R004066	5	matn	1336	1398
R004066	5	isnad	1268	1334
R004066	5	claimed_source	1253	1267
R004067	1	Ayah	154	189
R004067	1	claimed_source	192	202
R004067	2	matn	235	363
R004067	2	claimed_source	213	232
R004068	1	Ayah	2088	2131
R004068	1	claimed_source	2134	2153
R004068	2	Ayah	2182	2215
R004068	2	claimed_source	2218	2240
R004068	3	Ayah	2300	2565
R004068	3	claimed_source	2568	2596
R004068	4	matn	2689	2834
R004068	4	claimed_source	2838	2851
R004068	5	matn	2925	2952
R004068	5	claimed_source	2956	2969
R004069	1	Ayah	282	339
R004069	1	claimed_source	258	279
R004069	2	matn	406	450
R004069	2	claimed_source	453	465
R004070	1	Ayah	245	275
R004070	1	claimed_source	278	301
R004070	2	Ayah	304	316
R004070	2	claimed_source	319	339
R004070	3	Ayah	342	375
R004070	3	claimed_source	378	401
R004070	4	Ayah	404	428
R004070	4	claimed_source	431	451
R004070	5	Ayah	454	480
R004070	5	claimed_source	483	503
R004070	6	Ayah	626	710
R004070	6	claimed_source	713	728
R004070	7	Ayah	731	819
R004070	7	claimed_source	822	841
R004070	8	Ayah	844	934
R004070	8	claimed_source	937	957
R004070	9	Ayah	1079	1314
R004070	9	claimed_source	1317	1340
R004070	10	Ayah	1343	1482
R004070	10	claimed_source	1485	1508
R004073	1	matn	224	296
R004073	1	isnad	156	222
R004073	1	claimed_source	302	320
R004073	2	matn	458	501
R004073	2	isnad	392	456
R004073	2	claimed_source	504	522
R004074	1	matn	351	432
R004074	1	claimed_source	435	448
R004076	1	matn	6	15
R004077	1	Ayah	378	669
R004077	1	claimed_source	343	364
R004077	2	matn	794	837
R004077	2	isnad	727	792
R004077	2	claimed_source	840	853
R004079	1	Ayah	530	569
R004079	1	claimed_source	498	520
R004079	2	Ayah	742	811
R004079	2	claimed_source	709	732
R004079	3	Ayah	923	969
R004079	3	claimed_source	892	913
R004079	4	matn	1116	1228
R004079	4	claimed_source	1066	1087
R004079	5	matn	1364	1491
R004079	5	claimed_source	1321	1345
R004081	1	Ayah	267	451
R004081	1	claimed_source	455	505
R004081	2	matn	736	942
R004081	2	isnad	696	734
R004081	2	claimed_source	946	968
R004082	1	matn	221	338
R004082	1	claimed_source	341	353
R004083	1	Ayah	484	501
R004083	1	claimed_source	504	523
R004083	2	Ayah	528	633
R004083	2	claimed_source	636	657
R004084	1	Ayah	143	354
R004084	1	claimed_source	107	129
R004084	2	Ayah	652	928
R004084	2	claimed_source	617	638
R004084	3	matn	1127	1208
R004084	3	isnad	1060	1125
R004084	3	claimed_source	1212	1230
R004084	4	Ayah	1553	1659
R004084	4	claimed_source	1516	1539
R004086	1	Ayah	104	427
R004086	1	claimed_source	79	101
R004086	2	matn	592	631
R004086	2	claimed_source	634	643
R004086	3	matn	684	763
R004086	3	claimed_source	766	778
R004086	4	Ayah	1106	1234
R004086	4	claimed_source	1084	1103
R004086	5	Ayah	1380	1547
R004086	5	claimed_source	1356	1377
R004088	1	Ayah	114	174
R004088	1	claimed_source	103	111
R004088	2	matn	460	560
R004088	2	claimed_source	443	457
R004089	1	Ayah	751	807
R004089	1	claimed_source	810	819
R004089	2	Ayah	830	934
R004089	2	claimed_source	937	947
R004089	3	matn	1008	1072
R004089	3	claimed_source	1075	1082
R004089	4	matn	1093	1128
R004089	4	claimed_source	1131	1135
R004090	1	Ayah	297	411
R004090	1	claimed_source	422	433
R004090	2	Ayah	621	651
R004090	2	claimed_source	662	674
R004090	3	matn	918	1089
R004090	3	isnad	841	916
R004090	3	claimed_source	1102	1142
R004090	4	Ayah	1298	1344
R004090	4	claimed_source	1355	1364
R004091	1	NoAnnotation	-	-
R004092	1	NoAnnotation	-	-
R004093	1	Ayah	796	859
R004093	1	claimed_source	862	871
R004093	2	Ayah	896	933
R004093	2	claimed_source	936	947
R004093	3	Ayah	1286	1333
R004093	3	claimed_source	1336	1346
R004093	4	matn	1412	1533
R004093	4	isnad	1382	1410
R004093	4	claimed_source	1536	1543
R004094	1	Ayah	162	177
R004094	1	claimed_source	162	177
R004094	3	Ayah	255	270
R004094	3	claimed_source	255	270
R004094	5	Ayah	379	393
R004094	5	claimed_source	379	393
R004094	7	Ayah	472	487
R004094	7	claimed_source	472	487
R004095	1	Ayah	254	320
R004095	1	claimed_source	332	343
R004095	2	matn	420	449
R004095	2	claimed_source	451	469
R004097	1	Ayah	550	614
R004097	1	claimed_source	621	637
R004097	2	matn	722	746
R004097	2	claimed_source	753	765
R004097	3	Ayah	1513	1589
R004097	3	claimed_source	1596	1612
R004097	4	matn	1799	1857
R004097	4	claimed_source	1864	1873
R004097	5	matn	1889	1919
R004097	5	claimed_source	1926	1939
R004098	1	matn	187	235
R004098	1	claimed_source	238	247
R004098	2	Ayah	296	440
R004098	2	claimed_source	443	453
R004098	3	matn	597	615
R004098	3	claimed_source	618	630
R004098	4	matn	722	742
R004098	4	claimed_source	745	754
R004098	5	matn	847	891
R004098	5	claimed_source	894	906
R004098	6	Ayah	1084	1148
R004098	6	claimed_source	1151	1161
R004098	7	Ayah	1247	1332
R004098	7	claimed_source	1335	1344
R004098	8	Ayah	1428	1494
R004098	8	claimed_source	1497	1508
R004099	1	Ayah	312	750
R004099	1	claimed_source	282	302
R004099	2	Ayah	880	999
R004099	2	claimed_source	851	870
R004099	3	matn	1276	1331
R004099	3	isnad	1220	1274
R004099	3	claimed_source	1164	1219
R004100	1	Ayah	138	213
R004100	1	claimed_source	115	135
R004100	2	Ayah	240	287
R004100	2	claimed_source	218	237
R004101	1	Ayah	163	250
R004101	1	claimed_source	138	160
R004101	2	matn	304	347
R004101	2	isnad	269	302
R004101	2	claimed_source	278	295
R004101	3	matn	420	526
R004101	3	isnad	392	417
R004101	3	claimed_source	531	546
R004104	1	matn	227	240
R004104	1	claimed_source	243	263
R004104	2	Ayah	639	784
R004104	2	claimed_source	787	798
R004105	1	Ayah	1140	1220
R004105	1	claimed_source	1117	1137
R004105	2	Ayah	1252	1384
R004105	2	claimed_source	1227	1249
R004105	3	matn	1450	1598
R004105	3	claimed_source	1602	1609
R004105	4	matn	1649	2091
R004105	4	claimed_source	2095	2102
R004106	1	Ayah	117	137
R004106	1	claimed_source	139	149
R004106	2	Ayah	175	223
R004106	2	claimed_source	225	235
R004107	1	Ayah	1048	1169
R004107	1	claimed_source	1172	1183
R004107	2	matn	1446	1546
R004107	2	claimed_source	1549	1567
R004108	1	Ayah	220	252
R004108	1	claimed_source	254	264
R004108	2	Ayah	268	320
R004108	2	claimed_source	322	334
R004108	3	matn	541	658
R004108	3	isnad	362	539
R004108	3	claimed_source	662	682
R004108	4	matn	827	1109
R004108	4	isnad	685	825
R004108	4	claimed_source	1113	1136
R004108	5	matn	1293	1476
R004108	5	isnad	1139	1291
R004108	5	claimed_source	1480	1500
R004110	1	Ayah	102	220
R004110	1	claimed_source	223	234
R004110	2	matn	299	447
R004110	2	claimed_source	450	465
R004112	1	Ayah	77	116
R004112	1	claimed_source	119	124
R004112	2	Ayah	326	413
R004112	2	claimed_source	416	426
R004112	3	Ayah	457	566
R004112	3	claimed_source	569	576
R004112	4	matn	640	701
R004112	4	claimed_source	704	717
R004112	5	Ayah	914	1010
R004112	5	claimed_source	1013	1021
R004112	6	Ayah	1205	1246
R004112	6	claimed_source	1249	1260
R004112	7	matn	1450	1472
R004112	7	claimed_source	1475	1484
R004113	1	matn	269	721
R004113	1	isnad	196	254
R004113	1	claimed_source	735	753
R004114	1	Ayah	301	378
R004114	1	claimed_source	389	398
R004114	2	matn	777	823
R004114	2	claimed_source	826	835
R004115	1	matn	358	406
R004115	1	isnad	344	356
R004115	1	claimed_source	409	470
R004115	2	matn	693	784
R004115	2	isnad	660	691
R004115	2	claimed_source	787	848
R004115	3	matn	1159	1223
R004115	3	isnad	1132	1157
R004115	3	claimed_source	1226	1282
R004115	4	Ayah	1324	1371
R004115	4	claimed_source	1374	1382
R004115	5	matn	1680	1737
R004115	5	isnad	1648	1678
R004115	5	claimed_source	1740	1797
R004116	1	Ayah	724	842
R004116	1	claimed_source	845	854
R004116	2	Ayah	2040	2123
R004116	2	claimed_source	2126	2133
R004116	3	matn	2662	2726
R004116	3	claimed_source	2732	2739
R004116	4	matn	2816	2881
R004116	4	claimed_source	2887	2894
R004116	5	matn	2977	3098
R004116	5	claimed_source	3104	3111
R004117	1	matn	174	471
R004117	1	isnad	139	172
R004117	1	claimed_source	476	530
R004118	1	Ayah	314	371
R004118	1	claimed_source	376	389
R004118	2	Ayah	526	707
R004118	2	claimed_source	712	722
R004118	3	Ayah	848	960
R004118	3	claimed_source	965	976
R004118	4	Ayah	1087	1250
R004118	4	claimed_source	1255	1268
R004118	5	matn	1389	1407
R004118	5	claimed_source	1413	1448
R004118	6	matn	1535	1615
R004118	6	claimed_source	1621	1654
R004118	7	matn	1757	1801
R004118	7	claimed_source	1807	1840
R004118	8	matn	1915	1955
R004118	8	claimed_source	1961	2004
R004118	9	matn	2104	2167
R004118	9	claimed_source	2173	2185
R004123	1	Ayah	204	351
R004123	1	claimed_source	354	365
R004123	2	Ayah	592	833
R004123	2	claimed_source	836	846
R004123	3	Ayah	953	1242
R004123	3	claimed_source	1245	1254
R004123	4	matn	1575	1673
R004123	4	isnad	1544	1573
R004123	4	claimed_source	1677	1690
R004123	5	matn	1803	1859
R004123	5	claimed_source	1863	1873
R004124	1	Ayah	419	491
R004124	1	claimed_source	503	513
R004124	2	matn	555	745
R004124	2	claimed_source	757	775
R004124	3	Ayah	941	1062
R004124	3	claimed_source	1074	1085
R004126	1	Ayah	409	515
R004126	1	claimed_source	518	527
R004126	2	matn	587	631
R004126	2	claimed_source	635	707
R004126	3	matn	763	807
R004126	3	claimed_source	811	878
R004126	4	matn	942	986
R004126	4	claimed_source	990	1004
R004128	1	matn	34	65
R004128	2	matn	482	518
R004128	2	claimed_source	528	582
R004128	3	Ayah	807	865
R004128	3	claimed_source	875	895
R004128	4	matn	1031	1062
R004128	5	matn	1146	1182
R004128	5	claimed_source	1202	1218
R004129	1	Ayah	112	309
R004129	1	claimed_source	98	109
R004130	1	Ayah	301	355
R004130	1	claimed_source	275	298
R004130	2	matn	439	548
R004130	2	isnad	364	437
R004130	2	claimed_source	551	563
R004130	3	matn	640	686
R004130	3	isnad	572	638
R004130	3	claimed_source	689	701
R004130	4	Ayah	781	847
R004130	4	claimed_source	759	778
R004130	5	matn	930	999
R004130	5	isnad	856	928
R004130	5	claimed_source	1002	1020
R004130	6	matn	1105	1267
R004130	6	isnad	1029	1103
R004130	6	claimed_source	1270	1279
R004130	7	Ayah	1352	1519
R004130	7	claimed_source	1329	1349
R004130	8	matn	1595	1650
R004130	8	isnad	1528	1593
R004130	8	claimed_source	1653	1675
R004130	9	matn	1757	1860
R004130	9	isnad	1684	1755
R004130	9	claimed_source	1863	1881
R004132	1	matn	293	343
R004132	1	isnad	253	291
R004132	1	claimed_source	347	361
R004132	2	matn	1302	1345
R004132	2	isnad	1279	1301
R004132	2	claimed_source	1348	1358
R004132	3	Ayah	1616	1694
R004132	3	claimed_source	1697	1707
R004132	4	Ayah	1949	2013
R004132	4	claimed_source	2016	2027
R004133	1	Ayah	126	274
R004133	1	claimed_source	97	122
R004133	2	matn	384	504
R004133	2	isnad	311	382
R004133	2	claimed_source	365	379
R004134	1	Ayah	192	262
R004134	1	claimed_source	266	290
R004134	2	matn	735	834
R004134	2	isnad	716	734
R004134	2	claimed_source	933	1064
R004135	1	matn	323	584
R004135	1	claimed_source	592	611
R004135	2	Ayah	811	842
R004135	2	claimed_source	850	872
R004136	1	Ayah	71	257
R004136	1	claimed_source	260	270
R004136	2	matn	316	567
R004136	2	claimed_source	569	588
R004137	1	Ayah	128	172
R004137	1	claimed_source	113	123
R004137	2	matn	212	239
R004137	2	claimed_source	242	259
R004137	3	Ayah	399	431
R004137	3	claimed_source	384	394
R004137	4	matn	471	522
R004137	4	claimed_source	525	539
R004137	5	Ayah	664	702
R004137	5	claimed_source	647	659
R004137	6	matn	742	831
R004137	6	claimed_source	834	848
R004137	7	Ayah	931	1018
R004137	7	claimed_source	916	926
R004137	8	matn	1058	1122
R004137	8	claimed_source	1125	1142
R004138	1	Ayah	100	172
R004138	1	claimed_source	78	97
R004138	2	matn	322	380
R004138	2	claimed_source	383	396
R004139	1	NoAnnotation	-	-
R004142	1	Ayah	395	472
R004142	1	claimed_source	475	486
R004142	2	matn	723	762
R004142	2	claimed_source	766	773
R004142	3	matn	1044	1096
R004142	3	isnad	1019	1042
R004142	3	claimed_source	1100	1126
R004144	1	Ayah	106	265
R004144	1	claimed_source	81	103
R004144	2	matn	812	833
R004144	2	claimed_source	836	849
R004144	3	Ayah	1353	1546
R004144	3	claimed_source	1328	1350
R004144	4	matn	1752	1781
R004144	4	claimed_source	1784	1796
R004145	1	NoAnnotation	-	-
R004146	1	Ayah	527	560
R004146	1	claimed_source	499	520
R004146	2	matn	816	892
R004146	2	isnad	780	810
R004146	2	claimed_source	898	931
R004147	1	Ayah	171	238
R004147	1	claimed_source	146	168
R004147	2	matn	340	372
R004147	2	isnad	274	338
R004147	2	claimed_source	375	384
R004147	3	matn	422	470
R004147	3	isnad	390	420
R004147	3	claimed_source	473	490
R004148	1	Ayah	88	160
R004148	1	claimed_source	164	180
R004148	2	matn	268	332
R004148	2	isnad	236	266
R004148	2	claimed_source	198	235
R004148	3	Ayah	476	503
R004148	3	claimed_source	506	522
R004150	1	Ayah	90	226
R004150	1	claimed_source	230	262
R004150	2	matn	371	503
R004150	2	isnad	343	369
R004150	2	claimed_source	507	535
R004151	1	Ayah	276	480
R004151	1	claimed_source	491	513
R004151	2	matn	609	637
R004151	2	claimed_source	641	653
R004152	1	Ayah	172	235
R004152	1	claimed_source	238	247
R004155	1	Ayah	338	394
R004155	1	claimed_source	397	417
R004155	2	matn	732	759
R004155	2	claimed_source	762	771
R004156	1	NoAnnotation	-	-
R004157	1	matn	260	348
R004157	1	claimed_source	200	223
R004157	2	matn	741	874
R004157	2	claimed_source	688	708
R004158	1	Ayah	202	276
R004158	1	claimed_source	280	289
R004159	1	Ayah	178	449
R004159	1	claimed_source	452	464
R004159	2	matn	645	692
R004159	2	claimed_source	695	704
R004159	3	matn	939	972
R004159	3	claimed_source	975	987
R004160	1	Ayah	317	520
R004160	1	claimed_source	523	539
R004160	2	matn	602	644
R004160	2	claimed_source	647	654
R004160	3	Ayah	816	858
R004160	3	claimed_source	861	868
R004160	4	Ayah	1037	1121
R004160	4	claimed_source	1124	1140
R004161	1	Ayah	1832	1908
R004161	1	claimed_source	1918	1938
R004161	2	matn	2084	2152
R004161	2	claimed_source	2162	2181
R004161	3	matn	2298	2355
R004161	3	claimed_source	2365	2381
R004161	4	Ayah	2476	2570
R004161	4	claimed_source	2580	2601
R004162	1	Ayah	365	494
R004162	1	claimed_source	504	524
R004162	2	matn	687	716
R004162	2	claimed_source	726	758
R004163	1	Ayah	190	415
R004163	1	claimed_source	418	430
R004163	2	matn	612	640
R004163	2	claimed_source	642	654
R004164	1	Ayah	89	152
R004164	1	claimed_source	155	166
R004164	2	Ayah	184	278
R004164	2	claimed_source	281	288
R004164	3	matn	450	825
R004164	3	isnad	404	448
R004164	3	claimed_source	378	403
R004164	4	matn	930	989
R004164	4	isnad	868	928
R004164	4	claimed_source	842	867
R004164	5	matn	1255	1407
R004164	5	claimed_source	1410	1422
R004164	6	Ayah	1582	1656
R004164	6	claimed_source	1659	1670
R004164	7	matn	1841	1880
R004164	7	claimed_source	1883	1895
R004164	8	Ayah	2015	2051
R004164	8	claimed_source	2054	2061
R004166	1	Ayah	92	283
R004166	1	claimed_source	286	306
R004167	1	NoAnnotation	-	-
R004168	1	Ayah	492	627
R004168	1	claimed_source	456	478
R004168	2	matn	824	868
R004168	2	claimed_source	805	821
R004169	1	Ayah	60	108
R004169	1	claimed_source	111	121
R004169	2	matn	377	455
R004169	2	claimed_source	457	469
R004170	1	Ayah	22	200
R004170	1	claimed_source	202	225
R004170	2	matn	304	432
R004170	2	isnad	241	302
R004170	2	claimed_source	435	452
R004171	1	Ayah	341	379
R004171	1	claimed_source	297	317
R004171	2	matn	844	914
R004171	2	claimed_source	803	825
R004172	1	Ayah	1166	1223
R004172	1	claimed_source	1226	1236
R004172	2	matn	1252	1551
R004172	2	claimed_source	1554	1561
R004173	1	matn	236	323
R004173	1	claimed_source	328	359
R004173	2	matn	492	530
R004173	2	claimed_source	535	563
R004173	3	matn	716	756
R004173	3	claimed_source	761	792
R004173	4	Ayah	998	1042
R004173	4	claimed_source	1047	1057
R004174	1	NoAnnotation	-	-
R004175	1	Ayah	213	361
R004175	1	claimed_source	364	374
R004175	2	matn	1065	1111
R004175	2	isnad	998	1063
R004175	2	claimed_source	1114	1125
R004176	1	Ayah	128	160
R004176	1	claimed_source	91	114
R004176	2	Ayah	215	247
R004176	2	claimed_source	180	201
R004176	3	matn	378	420
R004176	3	isnad	300	376
R004176	3	claimed_source	300	317
R004176	4	matn	575	741
R004176	4	claimed_source	519	542
R004177	1	NoAnnotation	-	-
R004179	1	Ayah	21	86
R004179	1	claimed_source	89	103
R004179	2	matn	157	194
R004179	2	isnad	123	155
R004179	2	claimed_source	198	211
R004180	1	NoAnnotation	-	-
R004181	1	Ayah	506	557
R004181	1	claimed_source	466	490
R004181	2	matn	758	791
R004181	2	claimed_source	717	739
R004182	1	Ayah	580	634
R004182	1	claimed_source	637	648
R004182	2	Ayah	786	831
R004182	2	claimed_source	834	844
R004182	3	matn	1255	1270
R004182	3	claimed_source	1274	1287
R004182	4	Ayah	1388	1479
R004182	4	claimed_source	1482	1492
R004183	1	Ayah	197	292
R004183	1	claimed_source	173	194
R004183	2	matn	317	440
R004183	2	claimed_source	444	453
R004183	3	matn	457	580
R004183	3	claimed_source	584	593
R004184	1	Ayah	272	470
R004184	1	claimed_source	473	484
R004184	2	Ayah	606	857
R004184	2	claimed_source	860	872
R004184	3	matn	1196	1489
R004184	3	isnad	1167	1192
R004184	3	claimed_source	1493	1584
R004184	4	matn	2307	2458
R004184	4	claimed_source	2462	2528
R004186	1	NoAnnotation	-	-
R004187	1	Ayah	514	832
R004187	1	claimed_source	835	846
R004187	2	Ayah	955	1031
R004187	2	claimed_source	1034	1044
R004187	3	matn	1237	1318
R004187	3	isnad	1159	1235
R004187	3	claimed_source	1322	1461
R004188	1	Ayah	111	239
R004188	1	claimed_source	251	259
R004188	2	matn	302	363
R004188	2	claimed_source	366	378
R004189	1	Ayah	392	466
R004189	1	claimed_source	469	479
R004189	2	Ayah	1032	1132
R004189	2	claimed_source	1135	1144
R004189	3	Ayah	1344	1492
R004189	3	claimed_source	1495	1504
R004189	4	matn	1652	1722
R004189	4	isnad	1579	1650
R004189	4	claimed_source	1726	1739
R004191	1	Ayah	465	705
R004191	1	claimed_source	708	723
R004191	2	Ayah	986	1135
R004191	2	claimed_source	1137	1145
R004191	3	Ayah	1148	1279
R004191	3	claimed_source	1281	1289
R004191	4	Ayah	1292	1370
R004191	4	claimed_source	1372	1383
R004193	1	Ayah	315	384
R004193	1	claimed_source	387	397
R004193	2	Ayah	780	958
R004193	2	claimed_source	961	974
R004193	3	Ayah	1124	1174
R004193	3	claimed_source	1177	1188
R004193	4	matn	1372	1419
R004193	4	claimed_source	1423	1433
R004193	5	Ayah	1867	1980
R004193	5	claimed_source	1983	1995
R004194	1	Ayah	50	143
R004194	1	claimed_source	20	37
R004194	2	matn	262	414
R004194	2	claimed_source	170	212
R004195	1	Ayah	140	249
R004195	1	claimed_source	260	266
R004195	2	Ayah	293	402
R004195	2	claimed_source	413	422
R004195	3	matn	537	639
R004195	3	isnad	452	534
R004195	3	claimed_source	456	469
R004195	4	matn	842	934
R004195	4	isnad	763	839
R004195	4	claimed_source	767	774
R004197	1	Ayah	13	45
R004197	1	claimed_source	48	62
R004197	2	Ayah	219	268
R004197	2	claimed_source	271	289
R004197	3	matn	328	443
R004197	3	claimed_source	447	459
R004198	1	Ayah	321	425
R004198	1	claimed_source	290	309
R004198	2	Ayah	665	728
R004198	2	claimed_source	635	653
R004198	3	Ayah	881	1001
R004198	3	claimed_source	851	869
R004198	4	matn	1188	1210
R004198	4	claimed_source	1213	1226
R004198	5	matn	1383	1466
R004198	5	claimed_source	1469	1482
R004200	1	Ayah	245	362
R004200	1	claimed_source	365	374
R004200	2	Ayah	529	633
R004200	2	claimed_source	636	645
R004200	3	Ayah	802	941
R004200	3	claimed_source	944	955
R004200	4	matn	982	1180
R004200	4	claimed_source	1183	1190
R004201	1	matn	197	252
R004201	1	claimed_source	255	267
R004202	1	Ayah	559	635
R004202	1	claimed_source	528	549
R004202	2	Ayah	764	803
R004202	2	claimed_source	732	754
R004202	3	Ayah	936	1010
R004202	3	claimed_source	902	926
R004202	4	matn	1234	1337
R004202	4	isnad	1133	1232
R004202	4	claimed_source	1178	1192
R004202	5	matn	1575	1735
R004202	5	isnad	1482	1573
R004202	5	claimed_source	1521	1533
R004202	6	Ayah	2064	2129
R004202	6	claimed_source	2139	2163
R004203	1	Ayah	8	183
R004203	1	claimed_source	186	195
R004203	2	matn	242	419
R004203	2	claimed_source	414	418
R004204	1	Ayah	311	373
R004204	1	claimed_source	376	387
R004204	2	matn	522	556
R004204	2	claimed_source	560	569
R004204	3	Ayah	1280	1342
R004204	3	claimed_source	1345	1356
R004204	4	matn	1509	1559
R004204	4	claimed_source	1563	1575
R004205	1	matn	239	261
R004205	1	isnad	171	237
R004205	1	claimed_source	264	282
R004205	2	matn	583	616
R004205	2	claimed_source	619	642
R004205	3	Ayah	737	847
R004205	3	claimed_source	850	871
R004206	1	NoAnnotation	-	-
R004207	1	Ayah	62	117
R004207	1	claimed_source	120	129
R004207	2	matn	172	228
R004207	2	isnad	136	170
R004207	2	claimed_source	230	261
R004208	1	matn	283	516
R004208	1	isnad	271	281
R004208	1	claimed_source	26	38
R004210	1	Ayah	184	509
R004210	1	claimed_source	512	527
R004210	2	matn	587	701
R004210	2	claimed_source	705	714
R004211	1	Ayah	413	561
R004211	1	claimed_source	564	581
R004211	2	matn	759	780
R004211	2	claimed_source	783	792
R004211	3	Ayah	1175	1231
R004211	3	claimed_source	1234	1255
R004211	4	Ayah	1478	1521
R004211	4	claimed_source	1524	1542
R004211	5	matn	1735	1762
R004211	5	claimed_source	1765	1778
R004212	1	matn	137	261
R004212	1	claimed_source	264	281
R004213	1	Ayah	460	541
R004213	1	claimed_source	552	562
R004213	2	matn	1964	2121
R004213	2	isnad	1908	1956
R004213	2	claimed_source	2132	2183
R004214	1	Ayah	1352	1410
R004214	1	claimed_source	1327	1349
R004214	2	Ayah	1440	1523
R004214	2	claimed_source	1415	1437
R004214	3	matn	1603	1690
R004214	3	claimed_source	1557	1600
R004214	4	matn	1738	1861
R004214	4	claimed_source	1695	1735
R004215	1	Ayah	156	227
R004215	1	claimed_source	239	272
R004215	2	matn	340	410
R004215	2	isnad	285	338
R004215	2	claimed_source	420	445
R004216	1	matn	503	594
R004216	1	claimed_source	598	610
R004218	1	Ayah	813	861
R004218	1	claimed_source	872	884
R004218	2	Ayah	902	950
R004218	2	claimed_source	961	973
R004218	3	matn	1515	1621
R004218	3	claimed_source	1632	1682
R004219	1	Ayah	188	357
R004219	1	claimed_source	359	370
R004219	2	matn	427	511
R004219	2	claimed_source	514	533
R004220	1	Ayah	560	612
R004220	1	claimed_source	615	624
R004220	2	matn	635	681
R004220	2	claimed_source	684	693
R004222	1	Ayah	76	134
R004222	1	claimed_source	50	73
R004222	2	matn	281	338
R004222	2	claimed_source	211	229
R004223	1	NoAnnotation	-	-
R004224	1	NoAnnotation	-	-
R004225	1	Ayah	155	627
R004225	1	claimed_source	630	640
R004225	2	matn	692	751
R004225	2	claimed_source	754	766
R004226	1	Ayah	166	339
R004226	1	claimed_source	153	163
R004226	2	matn	657	819
R004226	2	claimed_source	621	628
R004227	1	Ayah	130	298
R004227	1	claimed_source	111	126
R004227	2	matn	396	467
R004227	2	isnad	347	395
R004227	3	matn	502	533
R004227	3	claimed_source	664	683
R004228	1	Ayah	139	185
R004228	1	claimed_source	127	136
R004228	2	matn	281	343
R004228	2	isnad	237	280
R004228	2	claimed_source	216	223
